Afonso Cláudio,Águia Branca,Água Doce do Norte,Alegre,Alfredo Chaves,Alto Rio Novo,Anchieta,Apiacá,Aracruz,Atílio Vivacqua,Baixo Guandu,Barra de São Francisco,Boa Esperança,Bom Jesus do Norte,Brejetuba,Cachoeiro de Itapemirim,Cariacica,Castelo,Colatina,Conceição da Barra,Conceição do Castelo,Divino de São Lourenço,Domingos Martins,Dores do Rio Preto,Ecoporanga,Fundão,Governador Lindenberg,Guaçuí,Guarapari,Ibatiba,Ibiraçu,Ibitirama,Iconha,Irupi,Itaguaçu,Itapemirim,Itarana,Iúna,Jaguaré,Jerônimo Monteiro,João Neiva,Laranja da Terra,Linhares,Mantenópolis,Marataízes,Marechal Floriano,Marilândia,Mimoso do Sul,Montanha,Mucurici,Muniz Freire,Muqui,Nova Venécia,Pancas,Pedro Canário,Pinheiros,Piúma,Ponto Belo,Presidente Kennedy,Rio Bananal,Rio Novo do Sul,Santa Leopoldina,Santa Maria de Jetibá,Santa Teresa,São Domingos do Norte,São Gabriel da Palha,São José do Calçado,São Mateus,São Roque do Canaã,Serra,Sooretama,Vargem Alta,Venda Nova do Imigrante,Viana,Vila Pavão,Vila Valério,Vila Velha,Vitória
0,0,0,10,0,16,11,0,656,0,10,0,9,0,0,39,0,0,109,17,0,0,0,0,0,17,0,0,34,0,17,0,0,0,0,0,0,0,68,0,30,0,1.7356e+05,0,0,0,114,0,0,0,0,0,22,0,12,0,6,0,0,145,0,0,0,38,0,19,0,167,0,48,226,0,0,10,0,6,33,683
0,6,0,0,0,53,0,0,0,0,0,119,0,0,0,0,0,0,64,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20
0,0,0,0,0,0,26,0,37,0,0,0,0,0,0,785,7,0,0,6,0,0,0,0,0,0,0,0,133,0,0,0,21,0,0,691,0,0,0,0,0,0,0,0,38499,0,0,0,0,0,0,0,0,0,0,0,34,0,118,0,22,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,46,156
5,0,0,5,24,0,0,0,11,0,0,0,0,0,0,0,57,0,5,0,5,0,641,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,16694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,15,0,5,19,24,0,0,34,236
0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,564,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,12833,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,9,5,4,0,0,0,9,0,0,0,0,0,0,10,31
0,0,0,40,0,0,0,71,0,0,0,0,0,0,0,335,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,7,0,0,26153,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,0,0,0,21,67
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,18833,39,0,0,149,0,121,66,0,16,0,0,0,0,0,0,0,0,0,29,0,20,0,0,0,0,0,0,10,60
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,5524,0,0,12,0,9,3,0,95,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,3,21
0,0,0,263,0,0,0,0,6,0,0,0,0,0,231,89,13,16,0,0,6,0,0,0,0,0,5,0,0,25,0,31,0,0,0,0,0,163,0,0,0,0,0,0,0,6,0,0,0,0,17465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,0,0,0,9,15
0,0,0,27,0,0,0,0,6,0,0,0,0,0,0,708,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,81,0,0,5,0,21,0,0,168,0,0,0,15449,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,12,48
0,252,26,11,0,0,0,0,0,0,0,139,164,0,0,0,0,0,71,13,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,21,0,0,0,0,0,10,0,0,0,50110,0,9,30,0,20,0,0,0,0,0,0,0,131,0,208,0,0,0,0,0,0,116,0,10,155
0,43,0,0,0,114,0,0,0,0,72,26,5,0,0,0,12,0,441,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,0,0,3,0,0,0,17,23184,0,0,0,0,0,0,0,0,0,0,128,38,0,7,0,11,5,0,0,5,12,6,6,41
